preco,valor_frete,ratio_frete_preco
0.704373295661187,2.173791680153155,-0.2957012789774156
-0.38480935091834884,-0.46186037504659827,-0.19152411271814254
-0.30361484434117336,-0.14489885808666636,-0.13757462033001647
-0.19960310217993577,-0.1872869252250204,-0.3376053507872584
-0.30312473665559686,0.1872464441168551,0.09222185785241309
-0.49965791857177827,-0.451105193832389,0.3547354763313087
-0.5394110975129843,-0.3093898648922198,1.080934657260746
-0.5535697639851946,-0.7971689658425342,0.19458517164685266
-0.504613451837052,-0.3093898648922198,0.6248063902763783
-0.44138956039768185,-0.3093898648922198,0.17276634079379083
-0.4942122776209281,0.35679871267027174,1.5328355425741302
-0.2921789983443881,-0.2796549521235236,-0.25286504860894327
-0.4255972016402164,-0.7623727913259747,-0.38308955765114117
-0.35916038203984474,0.17143000115478266,0.26901808652731307
-0.4937221699353517,-0.3093898648922198,0.5219826470791171
-0.46643950877159246,-0.12591912653217938,0.5528051390337754
0.2686675631836676,-0.1467968312421149,-0.6199518140506113
-0.03078823270358151,-1.2647030198013958,-0.9170356389665557
0.13797218036326428,-0.10883736813314115,-0.5593666641158004
-0.5868970866043975,-0.4555337978617693,1.9210174332895182
-0.39074509955477554,-0.6896171537004415,-0.38575883423944207
1.792956921736129,12.32858071952215,0.44787874134515454
-0.46153843191582733,-0.5713101603441395,-0.044502487556888265
0.6389711478414769,-0.35810450921540293,-0.7449465590784963
-0.4452015090632769,-0.3973292877613426,0.09025241776503398
-0.08524464221208287,-0.22145044202309708,-0.4681898162031213
-0.11410653925158859,-0.18032769032170856,-0.4256963529293336
0.426101043072745,-0.22840967692640893,-0.6816689784370908
0.045450740608320404,0.08855184003352308,-0.4431354243024953
-0.34118976690203934,-0.766801395355355,-0.5292313838897441
0.3176238753318102,-0.05442880434361197,-0.6115602000875617
-0.4397558681124268,-0.7743932879771499,-0.3619057155015183
-0.39619074050562564,-0.7029029657885824,-0.3871974183651836
-0.08361094992682785,-0.08669434798623964,-0.4116567031098416
-0.5867881737853805,-0.3093898648922198,2.4284029965768337
0.09990715011682177,2.197200015737022,0.2080798918193095
-0.33084304909542406,0.361227316699652,0.30919491177662545
1.0801225212698464,-0.5700448449071738,-0.8186622828213924
-0.368962535751375,-0.5137383079621959,-0.27573617328682704
-0.5486686871294295,-0.7971689658425342,0.14431086362916093
-0.2504109322513675,-0.27649166353110916,-0.31917397108507645
-0.11301741106141855,-0.19234818697288372,-0.4321156959409209
-0.4125276633581761,-0.3093898648922198,0.044126018015843545
1.4068609783208545,3.2606976405067734,-0.37763078998345256
-0.548396405081887,-0.3011653145519421,1.264804034419901
0.09990715011682177,0.3498394777669599,-0.39231070574917126
0.30134140888876837,-0.17653174401081126,-0.6377129033451506
-0.2812877164426878,-0.5225955160209564,-0.43117160401644616
0.31718822405574226,-0.04051033453698806,-0.6079089800942109
-0.5208959182800939,-0.2657364823168999,0.888092152059851
0.15436355962532314,-0.7395971134605904,-0.7578302899698754
-0.40708202240732594,-0.5150036233991617,-0.1791798381003762
-0.11301741106141855,0.42955435029580513,-0.15089073783224896
0.7582851410746032,0.4219624576740103,-0.6238655244028113
-0.3357441259511892,-0.1474294889605979,-0.06156616167653237
3.9663122252204186,1.315907813890345,-0.7797225787184093
-0.2540595116884371,-0.32647162329125806,-0.34427223369548066
-0.40708202240732594,-0.3011653145519421,0.03128029750533561
-0.6243630963462464,-0.5713101603441395,4.303621050301288
0.2021218307642789,-0.6763313416123006,-0.7485649491300469
0.1592646364810883,-0.06708195871326988,-0.556112428135587
-0.49965791857177827,-0.18096034804019157,0.7770109555165249
-0.31396156214778864,-0.06328601240237257,-0.05554562741636165
-0.5650056099819799,1.416500391129126,6.250008496496599
-0.3852994586039254,-0.3093898648922198,-0.052182765248925816
-0.11301741106141855,0.10500094071407831,-0.2976541188187686
-0.27055980376951305,-0.14173556949425184,-0.20222767368176733
-0.3852994586039254,-0.5150036233991617,-0.23832659568483963
-0.33084304909542406,-0.1467968312421149,-0.07394249376686651
-0.16698371288434347,0.3960234912162115,-0.08335275149275952
-0.18332063573689386,-0.11389862988100423,-0.31941002981996724
-0.003560027949330826,0.21445072601161969,-0.3601973479305968
-0.1674738205699199,-0.2916754487746986,-0.42808786316778036
0.2088199691338245,-0.049367542595748666,-0.5717360418007545
-0.19475648173367913,-0.09618421376348324,-0.29519916369901067
-0.3629723307054399,-0.3954313146058939,-0.18982737750528061
-0.058070893867340725,2.3433439487065715,0.5648544747445704
-0.22737587102927143,0.1366338266382232,-0.11468803782252203
-0.2627725372097973,-0.2929407642116645,-0.310692481927745
-0.39619074050562564,-0.34608401256422794,-0.05067854852377163
4.837614777356441,0.41500322277069845,-0.8418319420743187
-0.5105492004734785,-0.7971689658425342,-0.13187595860764267
-0.4392657604268502,-0.3093898648922198,0.16213811443453754
0.012722438493711056,-0.4232682542191414,-0.607972173030231
